conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
230,459,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,,2009,94,94,103,4,Yemen (North Yemen),678,2,,,678,678,2,22.1
230,459,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,,2010,175,149,244,4,Yemen (North Yemen),678,2,,,678,678,2,22.1
230,459,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,,2011,1140,1135,1195,4,Yemen (North Yemen),678,2,,,678,678,2,22.1
230,459,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,,2012,2330,2328,2415,4,Yemen (North Yemen),678,2,,,678,678,2,22.1
230,459,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,,2013,582,581,641,4,Yemen (North Yemen),678,2,,,678,678,2,22.1
230,"10855, 459",Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,"Ansarallah, AQAP","881, 1091",,2,,2014,1660,1660,2046,4,Yemen (North Yemen),678,2,,,678,678,2,22.1
230,"10855, 14595, 459",Yemen (North Yemen),Government of Yemen (North Yemen),123,,"Ansarallah, Forces of Hadi, AQAP","6254, 881, 1091","Government of Kuwait, Government of Egypt, Government of Saudi Arabia, Government of Jordan, Government of Qatar, Government of Eritrea, Government of United Arab Emirates, Government of Bahrain, Government of Sudan, Government of Morocco",2,,2015,6647,6467,7629,4,"Yemen (North Yemen), Saudi Arabia",678,,,"651, 600, 625, 690, 694, 663, 692, 670, 696, 531",678,"678, 670",2,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2016,32,31,47,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2017,43,43,43,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2018,26,21,52,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2019,29,29,30,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1989,194,194,194,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1990,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1991,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1992,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2021,136,132,503,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2011,209,208,574,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2012,702,676,2198,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2013,125,117,143,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2014,83,83,84,3,Myanmar (Burma),775,,,,775,775,3,22.1
231,461,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2015,142,142,224,3,Myanmar (Burma),775,,,,775,775,3,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1989,82,82,300,3,Guatemala,90,,,,90,90,5,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1990,83,83,114,3,Guatemala,90,,,,90,90,5,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1991,72,72,85,3,Guatemala,90,,,,90,90,5,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1992,67,67,95,3,Guatemala,90,,,,90,90,5,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1993,58,58,86,3,Guatemala,90,,,,90,90,5,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1994,37,37,39,3,Guatemala,90,,,,90,90,5,22.1
233,469,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1995,27,21,27,3,Guatemala,90,,,,90,90,5,22.1
234,"474, 475",Israel,Government of Israel,121,,"PFLP, PFLP-GC","205, 206",,1,Palestine,1989,54,54,63,3,"Lebanon, Israel",666,,,,666,"660, 666",2,22.1
234,476,Israel,Government of Israel,121,,Fatah,207,,1,Palestine,1990,29,26,49,3,"Lebanon, Israel",666,,,,666,"660, 666",2,22.1
234,476,Israel,Government of Israel,121,,Fatah,207,,1,Palestine,1991,28,28,30,3,"Lebanon, Israel",666,,,,666,"660, 666",2,22.1
234,476,Israel,Government of Israel,121,,Fatah,207,,1,Palestine,1992,33,32,36,3,"France, Lebanon, Israel",666,,,,666,"660, 220, 666",2,22.1
234,477,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,1993,47,47,48,3,Israel,666,,,,666,666,2,22.1
234,477,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,1994,44,41,45,3,Israel,666,,,,666,666,2,22.1
234,478,Israel,Government of Israel,121,,PIJ,208,,1,Palestine,1995,34,34,36,3,"Malta, Israel",666,,,,666,"338, 666",2,22.1
234,479,Israel,Government of Israel,121,,PNA,210,,1,Palestine,1996,66,66,66,3,Israel,666,,,,666,666,2,22.1
234,"479, 476",Israel,Government of Israel,121,,"Fatah, PNA","210, 207",,1,Palestine,2000,77,74,79,3,Israel,666,,,,666,666,2,22.1
234,"474, 477, 479, 478, 476",Israel,Government of Israel,121,,"Fatah, PFLP, Hamas, PNA, PIJ","209, 210, 208, 207, 205",,1,Palestine,2001,244,238,261,3,Israel,666,,,,666,666,2,22.1
234,"480, 477, 479, 478, 476",Israel,Government of Israel,121,,"Fatah, AMB, Hamas, PNA, PIJ","211, 209, 210, 208, 207",,1,Palestine,2002,611,604,667,3,Israel,666,,,,666,666,2,22.1
234,"480, 477, 478",Israel,Government of Israel,121,,"Hamas, PIJ, AMB","211, 208, 209",,1,Palestine,2003,310,310,329,3,Israel,666,,,,666,666,2,22.1
234,"480, 477, 478",Israel,Government of Israel,121,,"Hamas, PIJ, AMB","211, 208, 209",,1,Palestine,2004,379,367,428,3,"Syria, Israel",666,,,,666,"666, 652",2,22.1
234,"477, 476, 478",Israel,Government of Israel,121,,"Fatah, Hamas, PIJ","208, 209, 207",,1,Palestine,2005,120,116,135,3,Israel,666,,,,666,666,2,22.1
234,"481, 477, 476, 478",Israel,Government of Israel,121,,"Fatah, Hamas, PRC, PIJ","212, 208, 209, 207",,1,Palestine,2006,328,321,378,3,"Lebanon, Israel",666,,,,666,"660, 666",2,22.1
234,"477, 476, 478",Israel,Government of Israel,121,,"Fatah, Hamas, PIJ","208, 209, 207",,1,Palestine,2007,276,275,305,3,Israel,666,,,,666,666,2,22.1
234,"477, 478",Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2008,665,577,712,3,Israel,666,,,,666,666,2,22.1
234,"477, 478",Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2009,696,598,867,3,Israel,666,,,,666,666,2,22.1
234,478,Israel,Government of Israel,121,,PIJ,208,,1,Palestine,2010,27,27,27,3,Israel,666,,,,666,666,2,22.1
234,"477, 478",Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2011,78,78,78,3,Israel,666,,,,666,666,2,22.1
234,"477, 478",Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2012,235,236,245,3,Israel,666,,,,666,666,2,22.1
234,"477, 478",Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2014,2370,2360,2375,3,Israel,666,,,,666,666,2,22.1
234,477,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,2018,53,53,62,3,Israel,666,,,,666,666,2,22.1
234,478,Israel,Government of Israel,121,,PIJ,208,,1,Palestine,2019,50,50,51,3,"Syria, Israel",666,,,,666,"666, 652",2,22.1
234,"477, 478",Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2021,269,269,269,3,Israel,666,,,,666,666,2,22.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2012,46,39,51,3,Syria,652,,,,652,652,2,22.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2013,78,63,77,3,Syria,652,,,,652,652,2,22.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2014,52,37,61,3,Syria,652,,,,652,652,2,22.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2015,84,81,86,3,Syria,652,,,,652,652,2,22.1
14074,11545,Somalia,Government of Somalia,95,,Republic of Somaliland,675,,1,Somaliland,2018,121,105,172,3,Somalia,520,,,,520,520,4,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1992,47,47,47,3,India,750,,,,750,750,3,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1993,92,92,128,3,India,750,,,,750,750,3,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1994,60,58,69,3,India,750,,,,750,750,3,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1995,95,95,95,3,India,750,,,,750,750,3,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1996,40,40,40,3,India,750,,,,750,750,3,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1997,37,37,37,3,India,750,,,,750,750,3,22.1
251,508,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,2000,30,18,30,3,India,750,,,,750,750,3,22.1
253,511,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1992,404,402,404,3,Myanmar (Burma),775,,,,775,775,3,22.1
253,511,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,2021,62,40,317,3,Myanmar (Burma),775,,,,775,775,3,22.1
253,511,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1996,124,124,140,3,Myanmar (Burma),775,,,,775,775,3,22.1
253,511,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,2005,35,35,35,3,"Myanmar (Burma), Thailand",775,,,,775,"800, 775",3,22.1
259,521,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1991,237,237,1261,3,Iraq,645,,,,645,645,2,22.1
259,521,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1992,280,280,741,3,Iraq,645,,,,645,645,2,22.1
259,521,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1993,75,75,203,3,Iraq,645,,,,645,645,2,22.1
259,521,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1994,34,34,36,3,Iraq,645,,,,645,645,2,22.1
259,521,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1995,325,325,650,3,Iraq,645,,,,645,645,2,22.1
259,521,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1996,42,42,66,3,Iraq,645,,,,645,645,2,22.1
259,"523, 13891, 524",Iraq,Government of Iraq,116,"Government of Tonga, Government of South Korea, Government of United Kingdom, Government of Honduras, Government of North Macedonia, Government of Poland, Government of Denmark, Government of Philippines, Government of Lithuania, Government of Moldova, Government of Ukraine, Government of Slovakia, Government of Italy, Government of Portugal, Government of Albania, Government of Nicaragua, Government of Estonia, Government of Norway, Government of Spain, Government of Latvia, Government of United States of America, Government of Mongolia, Government of Azerbaijan, Government of Kazakhstan, Government of Georgia, Government of Czech Republic, Government of Romania, Government of Dominican Republic, Government of Netherlands, Government of Bulgaria, Government of El Salvador, Government of Australia","IS, Ansar al-Islam, al-Mahdi Army","233, 5659, 234",,2,,2004,4094,4081,6142,4,Iraq,645,"359, 972, 900, 366, 325, 840, 235, 317, 385, 705, 2, 210, 360, 316, 367, 369, 42, 372, 712, 200, 343, 390, 91, 93, 368, 355, 732, 339, 230, 290, 373, 92",,,645,645,2,22.1
259,"523, 524, 525",Iraq,Government of Iraq,116,"Government of South Korea, Government of United Kingdom, Government of North Macedonia, Government of Poland, Government of Denmark, Government of Lithuania, Government of Moldova, Government of Ukraine, Government of Slovakia, Government of Italy, Government of Portugal, Government of Albania, Government of Norway, Government of Estonia, Government of Latvia, Government of Bosnia-Herzegovina, Government of United States of America, Government of Armenia, Government of Mongolia, Government of Azerbaijan, Government of Kazakhstan, Government of Georgia, Government of Czech Republic, Government of Romania, Government of Netherlands, Government of Bulgaria, Government of El Salvador, Government of Australia","RJF, IS, Ansar al-Islam","233, 235, 234",,2,,2005,2608,2542,3563,4,Iraq,645,"359, 371, 900, 366, 325, 235, 317, 385, 705, 2, 210, 360, 316, 367, 369, 372, 712, 200, 346, 343, 390, 368, 355, 732, 339, 290, 373, 92",,,645,645,2,22.1
259,"523, 524, 525",Iraq,Government of Iraq,116,"Government of South Korea, Government of Bulgaria, Government of United Kingdom, Government of North Macedonia, Government of Denmark, Government of Lithuania, Government of Moldova, Government of Slovakia, Government of Albania, Government of Estonia, Government of Latvia, Government of Bosnia-Herzegovina, Government of United States of America, Government of Armenia, Government of Mongolia, Government of Azerbaijan, Government of Kazakhstan, Government of Georgia, Government of Czech Republic, Government of Romania, Government of Poland, Government of El Salvador, Government of Australia","RJF, IS, Ansar al-Islam","233, 235, 234",,2,,2006,3923,3192,4123,4,Iraq,645,"359, 371, 900, 366, 317, 705, 2, 360, 316, 367, 372, 712, 200, 346, 343, 390, 368, 355, 732, 339, 290, 373, 92",,,645,645,2,22.1
259,"523, 13891, 524, 525",Iraq,Government of Iraq,116,"Government of Tonga, Government of South Korea, Government of Bulgaria, Government of United Kingdom, Government of North Macedonia, Government of Denmark, Government of Lithuania, Government of Moldova, Government of Slovakia, Government of Albania, Government of Estonia, Government of Latvia, Government of Bosnia-Herzegovina, Government of United States of America, Government of Armenia, Government of Mongolia, Government of Azerbaijan, Government of Kazakhstan, Government of Georgia, Government of Czech Republic, Government of Romania, Government of Poland, Government of El Salvador, Government of Australia","RJF, IS, Ansar al-Islam, al-Mahdi Army","233, 5659, 235, 234",,2,,2007,2212,2040,2481,4,Iraq,645,"359, 371, 972, 900, 366, 317, 705, 2, 360, 316, 367, 372, 712, 200, 346, 343, 390, 368, 355, 732, 339, 290, 373, 92",,,645,645,2,22.1
259,"13891, 524",Iraq,Government of Iraq,116,"Government of Tonga, Government of South Korea, Government of Bulgaria, Government of United Kingdom, Government of North Macedonia, Government of Lithuania, Government of Moldova, Government of Albania, Government of Estonia, Government of Latvia, Government of Bosnia-Herzegovina, Government of United States of America, Government of Armenia, Government of Mongolia, Government of Azerbaijan, Government of Kazakhstan, Government of Georgia, Government of Czech Republic, Government of Romania, Government of Ukraine, Government of Poland, Government of El Salvador, Government of Australia","IS, al-Mahdi Army","5659, 234",,2,,2008,2112,2098,2539,4,Iraq,645,"359, 371, 972, 900, 366, 705, 2, 360, 316, 367, 369, 372, 712, 200, 346, 343, 368, 355, 732, 339, 290, 373, 92",,,645,645,2,22.1
259,524,Iraq,Government of Iraq,116,"Government of United States of America, Government of El Salvador, Government of United Kingdom, Government of Estonia, Government of Australia",IS,234,,2,,2009,1036,926,1074,4,Iraq,645,"200, 2, 900, 366, 92",,,645,645,2,22.1
259,524,Iraq,Government of Iraq,116,Government of United States of America,IS,234,,2,,2010,989,810,1040,4,Iraq,645,2,,,645,645,2,22.1
259,"523, 524",Iraq,Government of Iraq,116,Government of United States of America,"IS, Ansar al-Islam","233, 234",,2,,2011,864,737,959,4,Iraq,645,2,,,645,645,2,22.1
259,524,Iraq,Government of Iraq,116,,IS,234,,2,,2012,565,487,598,3,Iraq,645,,,,645,645,2,22.1
259,524,Iraq,Government of Iraq,116,,IS,234,,2,,2013,1870,1723,1925,3,"Iraq, Syria",645,,,,645,"652, 645",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of Belgium, Government of United States of America, Government of Saudi Arabia, Government of United Kingdom, Government of Jordan, Government of Denmark, Government of Netherlands, Government of United Arab Emirates, Government of Bahrain, Government of France, Government of Australia, Government of Canada",IS,234,,2,,2014,13761,13035,15037,4,"Iraq, Syria",645,"211, 220, 200, 2, 210, 900, 390, 663, 692, 670, 696, 20",,,645,"652, 645",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of Belgium, Government of United States of America, Government of Saudi Arabia, Government of United Kingdom, Government of Jordan, Government of Denmark, Government of Netherlands, Government of United Arab Emirates, Government of Bahrain, Government of France, Government of Australia, Government of Canada",IS,234,,2,,2015,10981,10919,12182,4,"France, Iraq, Libya, Syria",645,"211, 220, 200, 2, 210, 900, 390, 663, 692, 670, 696, 20",,,645,"620, 220, 652, 645",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of Belgium, Government of United States of America, Government of Saudi Arabia, Government of United Kingdom, Government of Jordan, Government of Denmark, Government of Netherlands, Government of United Arab Emirates, Government of Bahrain, Government of France, Government of Australia, Government of Canada",IS,234,,2,,2016,9775,9543,10214,4,"Iraq, Belgium, Syria, Libya",645,"211, 220, 200, 2, 210, 900, 390, 663, 692, 670, 696, 20",,,645,"620, 211, 652, 645",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of Belgium, Government of United States of America, Government of Saudi Arabia, Government of United Kingdom, Government of Jordan, Government of France, Government of Australia",IS,234,,2,,2017,10025,9776,12186,4,"Yemen (North Yemen), Syria, Afghanistan, Pakistan, France, Iraq",645,"211, 220, 200, 2, 900, 663, 670",,,645,"220, 770, 678, 645, 700, 652",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of Belgium, Government of United States of America, Government of Saudi Arabia, Government of United Kingdom, Government of Jordan, Government of Netherlands, Government of France, Government of Australia",IS,234,,2,,2018,866,856,900,4,"Australia, Syria, France, Iraq, Belgium",645,"211, 220, 200, 2, 210, 900, 663, 670",,,645,"211, 220, 900, 645, 652",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of United States of America, Government of France, Government of United Kingdom",IS,234,,2,,2019,498,497,520,4,"United Kingdom, Iraq, Syria",645,"200, 220, 2",,,645,"200, 652, 645",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of United States of America, Government of France, Government of United Kingdom",IS,234,,2,,2020,671,638,711,4,"Iraq, Syria",645,"200, 220, 2",,,645,"652, 645",2,22.1
259,524,Iraq,Government of Iraq,116,"Government of United States of America, Government of France, Government of United Kingdom, Government of Netherlands",IS,234,,2,,2021,707,628,816,4,"Afghanistan, Iraq",645,"210, 200, 220, 2",,,645,"700, 645",2,22.1
260,"532, 533",Lebanon,Government of Lebanon,119,Government of Syria,"Forces of Michel Aoun, Lebanese Forces","243, 242",,2,,1989,711,606,906,4,Lebanon,660,652,,,660,660,2,22.1
260,532,Lebanon,Government of Lebanon,119,Government of Syria,Forces of Michel Aoun,242,,2,,1990,700,400,800,4,Lebanon,660,652,,,660,660,2,22.1
262,537,Laos,Government of Laos,149,,LRM,246,,2,,1989,30,30,30,3,Laos,812,,,,812,812,3,22.1
262,537,Laos,Government of Laos,149,,LRM,246,,2,,1990,249,45,249,3,Laos,812,,,,812,812,3,22.1
264,549,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1993,130,130,230,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,549,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1994,526,526,984,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,549,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1995,174,174,332,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1996,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1997,152,152,157,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1998,25,4,25,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1999,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2000,69,69,69,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2001,117,117,117,3,"Myanmar (Burma), Thailand",775,,,,775,"800, 775",3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2002,184,183,250,3,"Myanmar (Burma), Thailand",775,,,,775,"800, 775",3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2005,27,27,28,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2006,48,38,49,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2007,29,29,29,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2008,31,31,31,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2009,52,52,60,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2010,36,36,36,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,"550, 11972",Myanmar (Burma),Government of Myanmar (Burma),144,,"RCSS, SSPP","1122, 256",,1,Shan,2011,170,169,172,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,"550, 11972",Myanmar (Burma),Government of Myanmar (Burma),144,,"RCSS, SSPP","1122, 256",,1,Shan,2013,83,80,85,3,Myanmar (Burma),775,,,,775,775,3,22.1
264,11972,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,2015,77,77,308,3,Myanmar (Burma),775,,,,775,775,3,22.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of South Africa, Government of Malawi",Kata Katanga,3967,,1,Katanga,2020,54,41,77,4,DR Congo (Zaire),490,"560, 510, 553",,,490,490,4,22.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of South Africa, Government of Malawi",Kata Katanga,3967,,1,Katanga,2013,94,90,115,4,DR Congo (Zaire),490,"560, 510, 553",,,490,490,4,22.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of South Africa, Government of Malawi",Kata Katanga,3967,,1,Katanga,2014,60,30,60,4,DR Congo (Zaire),490,"560, 510, 553",,,490,490,4,22.1
267,555,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2020,1592,1489,3661,4,Ethiopia,530,531,,,530,530,4,22.1
267,"558, 559",Ethiopia,Government of Ethiopia,97,,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)","414, 413",,2,,1989,18403,18403,18420,3,Ethiopia,530,,,,530,530,4,22.1
267,555,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2021,8637,8103,42253,4,Ethiopia,530,531,,,530,530,4,22.1
267,558,Ethiopia,Government of Ethiopia,97,,EPRDF,414,,2,,1990,18985,18985,18985,3,Ethiopia,530,,,,530,530,4,22.1
267,"558, 12104",Ethiopia,Government of Ethiopia,97,,"Forces of Harar garrison, EPRDF","414, 1215",,2,,1991,4518,4518,5568,3,Ethiopia,530,,,,530,530,4,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1996,44,44,46,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1997,40,40,40,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1998,250,118,302,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1999,156,147,306,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2000,268,259,295,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2001,429,380,479,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2002,3946,2773,4105,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2003,1341,1275,1405,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2004,1880,1848,2040,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2005,1104,1100,1169,3,Nepal,790,,,,790,790,3,22.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2006,457,452,477,3,Nepal,790,,,,790,790,3,22.1
271,"564, 565",Iraq,Government of Iraq,116,,"KDP, PUK","261, 260",,1,Kurdistan,1989,50,50,50,3,Iraq,645,,,,645,645,2,22.1
271,"564, 565",Iraq,Government of Iraq,116,,"KDP, PUK","261, 260",,1,Kurdistan,1990,94,94,94,3,Iraq,645,,,,645,645,2,22.1
271,"564, 565",Iraq,Government of Iraq,116,,"KDP, PUK","261, 260",,1,Kurdistan,1991,1247,1247,2603,3,Iraq,645,,,,645,645,2,22.1
271,565,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1992,26,26,52,3,Iraq,645,,,,645,645,2,22.1
271,565,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1995,262,262,302,3,Iraq,645,,,,645,645,2,22.1
271,565,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1996,356,356,366,3,"Iraq, Iran",645,,,,645,"630, 645",2,22.1
14609,15633,"Israel, Iran",Government of Iran,114,,Government of Israel,121,,2,,2018,111,111,127,2,Syria,630,,666,,"630, 666",652,2,22.1
14609,15633,"Israel, Iran",Government of Iran,114,,Government of Israel,121,,2,,2019,138,113,153,2,Syria,630,,666,,"630, 666",652,2,22.1
14609,15633,"Israel, Iran",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2020,461,398,473,2,"Yemen (North Yemen), Iraq, Syria, Iran",630,,666,2,"630, 666","678, 630, 652, 645",2,22.1
14609,15633,"Israel, Iran",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2021,162,157,172,2,Syria,630,,666,2,"630, 666",652,2,22.1
274,569,"India, China",Government of China,135,,Government of India,141,,1,"Arunachal Pradesh, Aksai Chin",2020,25,25,25,2,India,710,,750,,"750, 710",750,3,22.1
