id,call,city,state,country,date,lat,lon,elev,atmp,ntmp,nbtmp,nyrt,eyrt,amax,nbmax,amin,nbmin,himax,hidy,lomin,lody,totpcp,nmpcp,nbdypcp,nyrp,eyrp,nbtr,nbdyrep,nbobs,totrepr
23078,-99999,NORILSK,-99999,RUSSIA,202501,69.3330,88.2500,64,-26.10,-99999,62,-99999,-99999,-23.70,31,-28.60,31,-6.9,7,-43.1,22,20.8,-99999,30,-99999,-99999,0,31,248,13.6
23112,-99999,VARANDEY,-99999,RUSSIA,202501,68.8023,58.0000,6,-13.20,-18.00,62,-99999,2020,-10.60,31,-15.90,31,-2.0,1,-28.0,20,56.9,-99999,25,-99999,2020,0,31,248,36.2
23114,-99999,MYS_KONSTANTINOVSKII,-99999,RUSSIA,202501,68.5500,55.5000,5,-12.80,-16.60,62,-99999,2020,-9.90,31,-15.70,31,-0.8,17,-29.3,25,28.2,34.4,28,-99999,2020,8,31,245,24.0
23174,-99999,POTAPOVO,-99999,RUSSIA,202501,68.6670,86.2500,41,-26.40,-99999,62,-99999,-99999,-23.80,31,-29.00,31,-8.9,2,-45.0,20,36.6,-99999,31,-99999,-99999,0,31,248,19.0
23179,-99999,SNEZHNOGORSK,-99999,RUSSIA,202501,68.1000,87.7670,94,-25.90,-99999,62,-99999,-99999,-23.60,31,-28.20,31,-6.2,7,-46.2,21,23.4,-99999,29,-99999,-99999,0,31,248,26.6
23205,-99999,NARJAN_MAR,-99999,RUSSIA,202501,67.6331,53.0331,5,-12.60,-17.00,62,-99999,2020,-9.70,31,-15.60,31,0.9,17,-32.1,21,72.8,30.7,31,-99999,2020,0,31,248,29.5
23220,-99999,ELEZKAJA,-99999,RUSSIA,202501,67.0500,64.0697,113,-15.60,-99999,62,-99999,2020,-12.90,31,-18.20,31,-4.7,2,-41.5,22,57.3,33.9,30,-99999,2020,0,31,64,35.4
23226,UUYW,VORKUTA,-99999,RUSSIA,202501,67.4830,64.0160,172,-16.00,-19.30,62,-99999,2020,-13.40,31,-18.70,31,-4.7,2,-38.5,22,85.2,34.1,30,-99999,2020,1,31,248,62.0
23242,-99999,NOVY-PORT,-99999,RUSSIA,202501,67.6994,72.9494,12,-22.00,-23.60,62,-99999,2020,-19.00,31,-25.00,31,-5.6,1,-41.3,22,9.9,21.6,27,-99999,2020,0,31,186,7.0
23256,-99999,TAZOVSKOE,-99999,RUSSIA,202501,67.4700,78.7300,26,-23.90,-25.40,62,-99999,2020,-21.40,31,-26.40,31,-3.4,6,-42.6,22,54.2,39.3,30,-99999,2020,0,31,248,26.4
23274,-99999,IGARKA,-99999,RUSSIA,202501,67.4700,86.5700,20,-26.20,-27.30,62,-99999,2020,-23.20,31,-29.20,31,-8.0,7,-44.8,21,33.3,34.1,31,-99999,2020,0,31,248,21.4
23305,-99999,OKUNEV_NOS,-99999,RUSSIA,202501,66.2500,52.5830,20,-11.90,-99999,62,-99999,-99999,-9.30,31,-14.50,31,-0.1,18,-28.8,22,60.7,-99999,29,-99999,-99999,0,31,217,37.3
23324,-99999,PETRUN,-99999,RUSSIA,202501,66.4300,60.7700,58,-14.00,-19.10,62,-99999,2020,-11.20,31,-16.70,31,-2.9,1,-33.9,22,45.3,32.0,26,-99999,2020,0,31,248,37.4
23330,-99999,SALEKHARD,-99999,RUSSIA,202501,66.5294,66.5294,15,-20.60,-23.30,62,-99999,2020,-17.90,31,-23.30,31,-6.2,1,-39.7,23,63.5,23.8,28,-99999,2020,0,31,248,27.3
23339,-99999,POLUJ,-99999,RUSSIA,202501,66.0330,68.6830,36,-19.40,-22.90,58,-99999,2020,-17.80,31,-21.70,29,-5.4,1,-37.6,22,47.4,-99999,31,-99999,2020,0,31,154,34.8
23345,-99999,NYDA,-99999,RUSSIA,202501,66.5997,72.9000,5,-21.40,-23.60,62,-99999,2020,-18.80,31,-24.10,31,-3.3,6,-39.4,22,32.7,15.3,25,-99999,2020,0,31,248,17.2
23358,-99999,NOVYJ_URENGOJ,-99999,RUSSIA,202501,66.0900,76.7800,61,-22.20,-24.20,62,-99999,2020,-19.50,31,-25.00,31,-1.9,6,-37.9,22,46.0,-99999,30,-99999,2020,0,31,248,20.0
23376,-99999,SVETLOGORSK,-99999,RUSSIA,202501,66.9400,88.3700,100,-25.50,-27.20,62,-99999,2020,-22.70,31,-28.20,31,0.0,15,-45.1,21,30.6,-99999,31,-99999,2020,0,31,244,30.1
23383,-99999,AGATA,-99999,RUSSIA,202501,66.8797,93.4700,277,-32.30,-33.30,62,-99999,2020,-29.10,31,-35.40,31,-10.8,7,-48.1,22,36.2,21.9,31,-99999,2020,0,31,124,32.6
23405,-99999,UST_TZILMA,-99999,RUSSIA,202501,65.4331,52.2667,78,-11.70,-16.20,62,-99999,2020,-9.20,31,-14.20,31,-1.8,18,-29.0,21,92.9,35.3,29,-99999,2020,0,31,248,50.7
23412,-99999,UST-USA,-99999,RUSSIA,202501,65.9700,56.9194,77,-12.40,-17.80,62,-99999,2020,-10.30,31,-14.40,31,-3.0,18,-27.7,22,94.9,33.7,30,-99999,2020,0,31,248,63.5
23418,-99999,PECHORA,-99999,RUSSIA,202501,65.1167,57.1000,53,-12.10,-17.90,62,-99999,2020,-9.90,31,-14.30,31,-2.9,1,-30.0,22,109.8,41.7,30,-99999,2020,0,31,248,70.0
23426,-99999,MUZI,-99999,RUSSIA,202501,65.3820,64.7170,19,-19.10,-21.30,62,-99999,2020,-16.30,31,-22.00,31,-3.8,14,-33.0,9,83.7,26.1,29,-99999,2020,0,31,248,61.7
23431,-99999,PITLYAR,-99999,RUSSIA,202501,65.8330,65.9330,17,-19.40,-23.40,62,-99999,2020,-16.90,31,-21.90,31,-6.1,11,-35.4,23,62.7,-99999,28,-99999,2020,0,31,248,42.4
23443,-99999,PRAVAJA_HETTA,-99999,RUSSIA,202501,65.8700,74.5048,54,-21.00,-25.30,62,-99999,2020,-18.30,31,-23.70,31,-1.1,6,-38.7,26,93.5,-99999,31,-99999,2020,0,31,248,34.7
23445,-99999,NADYM,-99999,RUSSIA,202501,65.4700,72.6700,14,-20.20,-22.80,62,-99999,2020,-17.40,31,-23.00,31,-5.1,1,-39.6,26,75.2,25.8,29,-99999,2020,0,31,248,39.0
23453,-99999,URENGOJ,-99999,RUSSIA,202501,65.9577,78.4340,23,-22.00,-25.00,62,-99999,2020,-19.30,31,-24.60,31,-1.9,6,-36.6,22,56.7,-99999,31,-99999,2020,0,31,248,31.9
23465,-99999,KRASNOSEL_KUPSK,-99999,RUSSIA,202501,65.7000,82.4500,25,-21.70,-24.90,62,-99999,2020,-19.00,31,-24.30,31,-2.8,6,-35.8,21,45.3,-99999,29,-99999,2020,0,31,248,25.7
23471,-99999,NIZHNEVARTOVSK,-99999,RUSSIA,202501,60.9170,76.6000,55,-13.40,-20.00,62,-99999,2020,-10.80,31,-15.90,31,-1.3,5,-33.0,31,74.6,-99999,27,-99999,2020,0,31,248,50.0
23472,-99999,TURUHANSK,-99999,RUSSIA,202501,65.7831,87.9331,38,-21.10,-25.50,62,-99999,2020,-18.70,31,-23.60,31,-3.9,7,-42.2,24,70.4,34.4,30,-99999,2020,0,31,248,65.1
23503,-99999,IZHMA,-99999,RUSSIA,202501,65.0330,53.9670,52,-13.40,-17.80,62,-99999,2020,-9.50,31,-17.40,31,-2.0,1,-37.9,22,89.4,-99999,29,-99999,2020,0,31,248,57.7
23518,-99999,UST-SUGOR,-99999,RUSSIA,202501,64.2660,57.6170,75,-13.20,-19.60,58,-99999,2020,-10.30,31,-16.00,29,-2.5,12,-32.8,22,108.2,43.8,31,-99999,2020,0,31,118,81.9
23527,-99999,SARAN-PAUL,-99999,RUSSIA,202501,64.2800,60.8800,28,-20.30,-22.70,62,-99999,2020,-16.20,31,-24.40,31,-4.0,18,-35.5,22,81.0,28.1,28,-99999,2020,0,31,248,68.5
23552,-99999,TARKO-SALE,-99999,RUSSIA,202501,64.9200,77.8200,26,-19.40,-23.90,62,-99999,2020,-17.20,31,-21.70,31,-1.7,6,-34.7,31,84.0,28.0,27,-99999,2020,0,31,248,46.5
23578,-99999,VERESCAGINO,-99999,RUSSIA,202501,64.2500,87.6000,30,-18.70,-24.80,62,-99999,2020,-16.60,31,-20.70,31,-4.0,7,-33.7,31,125.2,-99999,31,-99999,2020,0,31,248,70.4
23589,-99999,TUTONCHANY,-99999,RUSSIA,202501,64.2000,93.7800,105,-25.00,-99999,60,-99999,2020,-22.60,31,-27.20,30,-8.2,15,-43.5,28,68.4,26.8,31,-99999,2020,0,31,123,46.9
23606,-99999,UHTA,-99999,RUSSIA,202501,63.5500,53.8170,137,-11.10,-16.00,62,-99999,2020,-8.30,31,-13.90,31,0.1,31,-27.4,21,92.7,37.0,29,-99999,2020,0,31,248,70.6
23625,-99999,SOSVA,-99999,RUSSIA,202501,63.6500,62.1000,28,-18.00,-20.90,62,-99999,2020,-14.00,31,-21.90,31,-3.6,1,-39.8,23,91.0,25.6,29,-99999,2020,0,31,248,61.9
23631,-99999,BEREZOVO,-99999,RUSSIA,202501,63.9300,65.0500,27,-17.90,-21.50,62,-99999,2020,-14.90,31,-20.90,31,-6.2,1,-32.1,30,101.8,26.9,29,-99999,2020,0,31,248,71.5
23635,-99999,YUIL_SK,-99999,RUSSIA,202501,63.6670,69.6000,86,-17.40,-22.10,62,-99999,2020,-14.40,31,-20.30,31,-3.6,5,-34.2,23,88.4,-99999,30,-99999,2020,1,31,248,59.9
23656,-99999,HALESOVAJA,-99999,RUSSIA,202501,63.3800,78.3200,66,-16.60,-23.40,62,-99999,2020,-13.80,31,-19.40,31,10.8,4,-39.0,31,97.5,24.1,30,-99999,2020,0,31,248,57.0
23657,-99999,NOYABR_SK,-99999,RUSSIA,202501,63.1878,75.2800,131,-16.70,-22.00,62,-99999,2020,-13.70,31,-19.60,31,-2.6,13,-34.6,30,117.3,-99999,29,-99999,2020,0,31,248,988.5
23662,-99999,TOLKA,-99999,RUSSIA,202501,63.9800,82.0800,31,-19.10,-24.60,62,-99999,2020,-16.10,31,-22.10,31,-2.1,6,-38.7,31,94.7,28.0,30,-99999,2020,0,31,248,60.5
23678,-99999,VERHNEIMBATSK,-99999,RUSSIA,202501,63.1500,87.9500,46,-15.60,-23.70,62,-99999,2020,-13.10,31,-18.10,31,0.0,22,-32.7,24,82.0,37.1,30,-99999,2020,0,31,248,71.9
23699,-99999,KERBO,-99999,RUSSIA,202501,62.7130,101.1160,230,-27.20,-33.50,60,-99999,2020,-23.50,31,-31.00,30,-2.9,22,-46.8,28,3.8,-99999,31,-99999,2020,0,31,118,3.6
23701,-99999,VESLJANA,-99999,RUSSIA,202501,62.9000,50.9000,103,-9.80,-16.40,62,-99999,2020,-7.00,31,-12.60,31,0.6,31,-31.3,22,123.0,40.0,30,-99999,2020,0,31,195,82.7
23708,-99999,LUN_,-99999,RUSSIA,202501,62.2333,52.4833,120,-9.40,-13.70,62,-99999,2020,-7.10,31,-11.70,31,0.5,31,-26.9,22,84.8,-99999,28,-99999,2020,1,31,247,66.3
23711,-99999,TROICKO-PECHERSKOE,-99999,RUSSIA,202501,62.7000,56.2000,135,-11.10,-16.60,62,-99999,2020,-8.40,31,-13.70,31,-0.7,12,-27.5,30,106.6,40.0,29,-99999,2020,0,31,248,79.9
23724,-99999,NJAKSIMVOL,-99999,RUSSIA,202501,62.4300,60.8694,51,-15.80,-19.40,62,-99999,2020,-12.00,31,-19.60,31,0.5,13,-37.0,23,74.7,27.9,28,-99999,2020,0,31,248,63.8
23734,-99999,OKTYABR_SKOYE,-99999,RUSSIA,202501,62.4500,66.0500,70,-15.30,-19.90,62,-99999,2020,-12.70,31,-18.00,31,-1.3,5,-33.8,23,119.3,34.2,30,-99999,2020,0,31,248,87.6
23741,-99999,NIZHNESORTYMSK,-99999,RUSSIA,202501,62.7500,71.6667,85,-15.30,-21.30,62,-99999,2020,-12.50,31,-18.10,31,-1.1,5,-30.6,23,101.4,-99999,29,-99999,2020,0,31,248,80.9
23748,-99999,KOGALYM,-99999,RUSSIA,202501,62.2300,74.5355,67,-15.10,-22.80,62,-99999,2020,-12.10,31,-18.00,31,-1.6,5,-31.2,31,120.7,-99999,31,-99999,2020,1,31,248,82.4
23758,-99999,RADUZHNYJ,-99999,RUSSIA,202501,62.1500,77.3167,68,-15.00,-21.70,62,-99999,2020,-12.30,31,-17.70,31,-1.6,6,-38.4,31,93.8,-99999,27,-99999,2020,0,31,248,71.1
23774,-99999,KELLOG,-99999,RUSSIA,202501,62.4830,86.2780,60,-16.40,-24.00,62,-99999,2020,-13.30,31,-19.60,31,0.0,10,-41.0,31,55.2,-99999,31,-99999,2020,0,31,246,55.2
23776,-99999,BAHTA,-99999,RUSSIA,202501,62.4640,89.0080,57,-15.40,-23.70,62,-99999,2020,-13.20,31,-17.70,31,-3.0,22,-34.6,31,62.3,-99999,31,-99999,2020,0,31,248,52.7
23788,-99999,KUZMOVKA,-99999,RUSSIA,202501,62.3170,92.1170,62,-18.10,-27.20,56,-99999,2020,-15.80,29,-20.60,28,-2.6,22,-43.5,28,85.3,-99999,31,-99999,2020,0,31,224,70.2
23803,UUYT,UST-KULOM,-99999,RUSSIA,202501,61.6833,53.6833,143,-9.10,-15.10,62,-99999,2020,-6.90,31,-11.40,31,0.5,31,-24.8,21,108.4,46.7,30,-99999,2020,0,31,248,73.5
23804,UUYY,SYKTYVKAR,-99999,RUSSIA,202501,61.7200,50.8300,119,-7.80,-13.50,62,-99999,2020,-5.90,31,-9.80,31,1.3,31,-27.0,22,124.3,44.3,31,-99999,2020,0,31,248,97.0
23812,-99999,YAKSHA,-99999,RUSSIA,202501,61.8330,56.8670,131,-10.90,-17.60,62,-99999,2020,-7.90,31,-13.90,31,0.4,12,-30.1,23,107.2,-99999,30,-99999,2020,0,31,248,77.4
23823,-99999,VONEGAN,-99999,RUSSIA,202501,61.9550,64.9030,111,-15.40,-19.70,62,-99999,2020,-11.80,31,-19.00,31,-0.3,5,-33.6,23,73.2,-99999,29,-99999,2020,2,31,248,54.2
23847,-99999,SYTOMINO,-99999,RUSSIA,202501,61.3000,71.3000,33,-13.90,-99999,62,-99999,-99999,-11.10,31,-16.80,31,-0.3,5,-30.8,31,76.0,-99999,29,-99999,-99999,0,31,248,60.3
23849,USRR,SURGUT,-99999,RUSSIA,202501,61.3397,73.5000,56,-13.20,-20.00,62,-99999,2020,-10.80,31,-15.70,31,-0.9,5,-28.5,23,107.4,-99999,31,-99999,2020,0,31,247,0.0
23862,-99999,KORLIKI,-99999,RUSSIA,202501,61.5360,82.4230,71,-14.90,-21.90,62,-99999,2020,-12.00,31,-17.80,31,-1.9,21,-37.4,31,80.7,-99999,29,-99999,2020,0,31,248,63.1
23867,-99999,LARYAK,-99999,RUSSIA,202501,61.1000,80.2500,55,-13.00,-21.50,62,-99999,2020,-10.60,31,-15.40,31,-1.2,21,-36.8,31,89.1,28.4,31,-99999,2020,0,31,248,49.6
23884,UNKT,BOR,-99999,RUSSIA,202501,61.6000,90.0167,62,-15.20,-22.60,62,-99999,2020,-12.90,31,-17.40,31,-0.9,21,-35.1,27,59.5,38.5,30,-99999,2020,0,31,248,58.9
23891,-99999,BAJKIT,-99999,RUSSIA,202501,61.6667,96.3667,256,-21.80,-99999,62,-99999,2020,-19.10,31,-24.50,31,-2.9,22,-40.6,29,55.9,27.7,28,-99999,2020,0,31,248,34.9
23909,-99999,GAJNY,-99999,RUSSIA,202501,60.2830,54.3500,198,-7.90,-13.90,62,-99999,2020,-6.10,31,-9.70,31,0.4,31,-25.0,22,113.4,42.7,31,-99999,2020,0,31,248,58.3
23914,-99999,CHERDYN_,-99999,RUSSIA,202501,60.4000,56.5200,208,-8.90,-14.50,62,-99999,2020,-7.00,31,-10.90,31,-0.2,31,-24.5,22,154.1,63.8,31,-99999,2020,1,31,248,117.0
23921,USSI,IVDEL,-99999,RUSSIA,202501,60.6831,60.4500,93,-13.80,-18.30,62,-99999,2020,-9.40,31,-18.10,31,-0.8,13,-34.3,23,67.4,25.6,30,-99999,2020,0,31,248,33.1
23929,-99999,SAIM,-99999,RUSSIA,202501,60.3170,64.2170,53,-12.60,-17.50,62,-99999,2020,-9.30,31,-15.90,31,0.2,5,-31.5,23,48.3,22.4,31,-99999,2020,1,31,248,33.1
23933,USHH,HANTY-MANSIJSK,-99999,RUSSIA,202501,61.0233,69.1180,44,-14.00,-19.10,62,-99999,2020,-11.30,31,-16.80,31,-0.6,5,-31.8,23,116.2,29.1,29,-99999,2020,1,31,248,64.7
23939,-99999,ALTAJ,-99999,RUSSIA,202501,60.3330,68.9670,32,-13.90,-18.50,62,-99999,2020,-10.40,31,-17.40,31,0.8,5,-32.0,31,62.7,-99999,29,-99999,2020,0,31,248,52.8
23946,-99999,UGUT,-99999,RUSSIA,202501,60.5000,74.0200,47,-13.30,-19.90,62,-99999,2020,-10.40,31,-16.10,31,-1.0,10,-29.3,31,87.5,29.0,28,-99999,2020,0,31,248,59.0
23947,-99999,SALYM,-99999,RUSSIA,202501,60.0667,71.4833,54,-12.70,-18.50,62,-99999,2020,-9.70,31,-15.70,31,-0.2,10,-31.0,31,85.1,-99999,27,-99999,2020,0,31,248,59.2
23955,-99999,ALEKSANDROVSKOE,-99999,RUSSIA,202501,60.4331,77.8667,47,-12.30,-20.60,62,-99999,2020,-10.10,31,-14.60,31,-1.0,21,-35.9,31,65.7,21.6,30,-99999,2020,0,31,248,41.3
23966,-99999,VANZIL-KYNAK,-99999,RUSSIA,202501,60.3500,84.0800,98,-13.20,-21.90,62,-99999,2020,-11.00,31,-15.40,31,-0.4,21,-32.0,31,71.9,30.9,31,-99999,2020,0,31,248,55.0
23973,-99999,VOROGOVO,-99999,RUSSIA,202501,61.0000,89.6000,49,-14.20,-22.70,62,-99999,2020,-11.90,31,-16.50,31,-0.4,21,-33.2,28,61.4,37.3,31,-99999,2020,0,31,245,61.4
23975,-99999,SYM,-99999,RUSSIA,202501,60.3500,88.3670,86,-14.50,-22.80,62,-99999,2020,-11.10,31,-17.80,31,0.0,21,-37.1,31,53.6,32.6,31,-99999,2020,0,31,248,32.4
23982,-99999,VELMO,-99999,RUSSIA,202501,61.0200,93.4200,122,-18.30,-25.90,62,-99999,2020,-14.40,31,-22.10,31,-0.9,22,-40.8,31,51.2,-99999,29,-99999,2020,0,31,248,47.0
23986,-99999,SEVERO-ENISEJSK,-99999,RUSSIA,202501,60.3800,93.0300,513,-15.40,-21.00,62,-99999,2020,-13.00,31,-17.70,31,-2.6,21,-28.9,27,52.3,33.9,31,-99999,2020,0,31,248,41.0
23987,-99999,JARCEVO,-99999,RUSSIA,202501,60.2500,90.2330,58,-13.80,-23.00,62,-99999,2020,-10.50,31,-17.00,31,1.0,21,-38.0,31,49.0,43.3,31,-99999,2020,0,31,248,44.6
23992,-99999,UST_KAMO,-99999,RUSSIA,202501,60.7240,97.5140,178,-21.50,-30.00,56,-99999,2020,-18.60,28,-24.50,28,-1.5,22,-42.0,29,20.8,-99999,30,-99999,2020,0,30,58,18.6
24076,-99999,DEPUTATSKIJ,-99999,RUSSIA,202501,69.3300,139.6697,282,-33.80,-99999,62,-99999,2020,-30.60,31,-36.90,31,-20.2,8,-49.3,21,35.8,7.8,30,-99999,2020,0,31,248,7.1
24125,-99999,OLENEK,-99999,RUSSIA,202501,68.5000,112.4331,217,-36.10,-35.20,62,-99999,2020,-33.80,31,-38.40,31,-15.8,28,-50.8,22,13.6,12.8,31,-99999,2020,0,31,248,10.5
24136,-99999,SUHANA,-99999,RUSSIA,202501,68.6200,118.3300,78,-40.50,-99999,62,-99999,2020,-37.30,31,-43.70,31,-17.1,8,-55.6,22,18.6,11.6,30,-99999,2020,0,31,248,15.7
24143,-99999,DZARDZAN,-99999,RUSSIA,202501,68.7300,124.0000,38,-35.60,-36.50,62,-99999,2020,-32.70,31,-38.50,31,-15.8,25,-51.8,23,24.5,14.6,30,-99999,2020,0,31,248,20.6
24194,-99999,BELAYA_GORA,-99999,RUSSIA,202501,68.5500,146.2167,41,-38.40,-38.00,62,-99999,2020,-36.00,31,-40.90,31,-24.3,8,-48.6,21,3.5,-99999,31,-99999,2020,0,31,248,2.5
24219,-99999,YAROL_IN,-99999,RUSSIA,202501,67.1330,108.5330,236,-35.10,-36.90,62,-99999,2020,-31.70,31,-38.60,31,-12.9,7,-49.5,17,13.2,-99999,28,-99999,2020,0,31,248,14.7
24261,-99999,BATAGAJ-ALYTA,-99999,RUSSIA,202501,67.8000,130.3833,491,-35.60,-37.70,62,-99999,2020,-31.40,31,-39.80,31,-13.4,8,-49.8,4,10.9,-99999,30,-99999,2020,1,31,248,3.0
24263,-99999,BATAGAJ,-99999,RUSSIA,202501,67.6500,134.6833,214,-39.50,-43.10,62,-99999,2020,-37.00,31,-42.10,31,-26.4,28,-52.8,4,26.0,-99999,31,-99999,2020,0,31,248,7.5
24266,-99999,VERHOJANSK,-99999,RUSSIA,202501,67.5667,133.4000,136,-42.80,-44.60,62,-99999,2020,-39.90,31,-45.80,31,-24.1,28,-54.4,4,34.1,5.9,31,-99999,2020,0,31,248,9.8
24322,-99999,POLYARNYJ,-99999,RUSSIA,202501,66.7333,112.4333,500,-28.70,-29.10,62,-99999,2020,-26.50,31,-30.80,31,-18.0,9,-39.1,17,30.7,-99999,31,-99999,2020,0,31,248,10.3
24329,-99999,SELAGONCY,-99999,RUSSIA,202501,66.2500,114.2800,233,-36.00,-38.30,62,-99999,2020,-33.00,31,-38.90,31,-18.0,24,-46.9,27,9.4,9.8,30,-99999,2020,0,31,248,7.0
24338,-99999,EJK,-99999,RUSSIA,202501,66.0333,117.4000,304,-33.90,-34.40,62,-99999,2020,-30.70,31,-37.00,31,-12.8,24,-47.5,5,27.3,-99999,31,-99999,2020,0,31,248,16.0
24343,-99999,ZHIGANSK,-99999,RUSSIA,202501,66.7667,123.4000,88,-37.20,-36.80,62,-99999,2020,-34.40,31,-39.90,31,-17.2,24,-51.1,4,64.2,15.8,31,-99999,2020,2,31,248,20.4
24371,-99999,UST-CHARKY,-99999,RUSSIA,202501,66.8000,136.6800,274,-36.90,-99999,56,-99999,2020,-34.40,28,-39.40,28,-24.2,25,-48.3,24,8.8,4.8,31,-99999,2020,0,31,124,3.6
24382,-99999,UST-MOMA,-99999,RUSSIA,202501,66.4500,143.2297,195,-40.50,-41.40,62,-99999,2020,-37.80,31,-43.30,31,-30.5,8,-50.4,24,22.1,5.9,30,-99999,2020,1,31,248,5.0
24449,-99999,BESTYAHSKAYA_ZVEROFE,-99999,RUSSIA,202501,65.3000,124.1170,73,-36.90,-37.40,62,-99999,2020,-33.50,31,-40.20,31,-8.1,24,-53.0,3,21.6,-99999,29,-99999,2020,0,31,248,22.7
24462,-99999,SEBYAN-KYUEL_,-99999,RUSSIA,202501,65.3000,130.0000,777,-34.90,-36.70,62,-99999,2020,-30.30,31,-39.50,31,-12.3,24,-49.9,1,13.4,-99999,29,-99999,2020,0,31,248,3.9
24477,-99999,IEMA,-99999,RUSSIA,202501,65.3000,135.6700,674,-38.80,-42.70,62,-99999,2020,-35.30,31,-42.20,31,-21.8,20,-55.3,2,14.6,-99999,31,-99999,2020,0,31,248,9.2
24507,-99999,TURA,-99999,RUSSIA,202501,64.2667,100.2331,188,-28.50,-34.10,62,-99999,2020,-25.00,31,-32.00,31,28.3,14,-44.0,27,52.9,15.5,31,-99999,2020,0,31,248,27.3
24525,-99999,HABARDINO,-99999,RUSSIA,202501,64.6000,112.5167,251,-35.20,-37.20,62,-99999,2020,-31.40,31,-39.00,31,-13.4,23,-51.4,26,20.0,-99999,30,-99999,2020,0,31,248,20.9
24538,-99999,CHUMPURUK,-99999,RUSSIA,202501,64.2300,116.9200,137,-32.90,-36.70,62,-99999,2020,-29.10,31,-36.80,31,-12.1,24,-48.1,5,25.9,11.2,30,-99999,2020,0,31,248,23.3
24557,-99999,SOGO_HAYA,-99999,RUSSIA,202501,64.2830,126.4500,85,-34.70,-36.60,62,-99999,2020,-32.20,31,-37.10,31,-12.3,24,-52.1,1,29.7,-99999,31,-99999,2020,0,31,180,28.5
24585,-99999,UST-NERA,-99999,RUSSIA,202501,64.5660,143.2000,523,-45.10,-44.20,62,-99999,2020,-43.20,31,-47.00,31,-33.0,6,-54.5,3,18.7,-99999,31,-99999,2020,0,31,248,7.3
24588,-99999,YURTY,-99999,RUSSIA,202501,64.0500,141.8833,589,-43.50,-99999,62,-99999,-99999,-41.20,31,-45.80,31,-32.0,6,-54.2,20,14.0,-99999,30,-99999,-99999,0,31,248,9.0
24606,-99999,KISLOKAN,-99999,RUSSIA,202501,63.5800,103.9700,209,-27.60,-34.80,62,-99999,2020,-24.20,31,-31.00,31,-4.1,23,-44.1,27,49.1,12.4,31,-99999,2020,0,31,248,19.4
24639,-99999,NJURBA,-99999,RUSSIA,202501,63.2830,118.3330,119,-30.40,-33.20,62,-99999,2020,-26.70,31,-34.00,31,-5.5,23,-48.7,5,44.0,12.9,29,-99999,2020,0,31,248,21.3
24641,-99999,VILJUJSK,-99999,RUSSIA,202501,63.7831,121.6167,110,-32.60,-34.40,62,-99999,2020,-29.80,31,-35.40,31,-9.4,24,-51.0,3,30.6,13.1,31,-99999,2020,0,31,248,19.3
24643,-99999,HATYRYK-HOMO,-99999,RUSSIA,202501,63.9500,124.8300,76,-34.90,-99999,62,-99999,2020,-32.10,31,-37.70,31,-10.1,24,-50.9,3,11.7,10.6,31,-99999,2020,0,31,124,11.6
24644,-99999,VERHNEVILYUJSK,-99999,RUSSIA,202501,63.4500,120.3167,115,-31.50,-33.20,62,-99999,2020,-27.90,31,-35.20,31,-5.1,23,-50.6,3,244.4,-99999,27,-99999,2020,0,31,248,242.9
24652,-99999,SANGARY,-99999,RUSSIA,202501,63.9670,127.4670,96,-34.50,-36.50,62,-99999,2020,-32.00,31,-37.00,31,-12.4,24,-51.3,2,40.3,11.7,31,-99999,2020,2,31,245,18.2
24656,-99999,BATAMAJ,-99999,RUSSIA,202501,63.5170,129.4830,79,-37.50,-39.40,62,-99999,2020,-33.90,31,-41.10,31,-13.7,24,-55.6,2,21.8,11.1,31,-99999,2020,0,31,248,21.3
24661,-99999,SEGEN-KYUEL,-99999,RUSSIA,202501,64.0000,130.3000,208,-38.30,-99999,62,-99999,2020,-34.20,31,-42.40,31,-16.6,24,-54.7,2,23.8,9.2,30,-99999,2020,0,31,248,21.1
24668,-99999,VERHOYANSKIJPEREVOZ,-99999,RUSSIA,202501,63.3170,132.0170,91,-37.20,-41.10,62,-99999,2020,-34.30,31,-40.00,31,-14.2,23,-52.6,2,28.4,-99999,31,-99999,2020,0,31,124,22.8
24671,-99999,TOMPO,-99999,RUSSIA,202501,63.9500,135.8700,399,-37.30,-41.90,62,-99999,2020,-34.60,31,-39.90,31,-17.9,25,-53.2,2,16.9,6.2,29,-99999,2020,0,31,224,9.2
24679,-99999,VOSTOCHNAJA,-99999,RUSSIA,202501,63.2200,139.6000,1286,-31.40,-33.40,62,-99999,2020,-28.90,31,-33.80,31,-14.9,24,-48.1,1,2.0,2.4,31,-99999,2020,1,31,248,1.3
24684,-99999,AGAYAKAN,-99999,RUSSIA,202501,63.3333,141.7333,776,-43.00,-45.50,62,-99999,2020,-40.40,31,-45.70,31,-29.3,6,-55.6,2,8.1,-99999,31,-99999,2020,0,31,248,2.3
24688,-99999,OJMJAKON,-99999,RUSSIA,202501,63.2500,143.1500,740,-44.60,-45.70,62,-99999,2020,-41.40,31,-47.80,31,-30.9,24,-56.0,1,62.7,6.3,31,-99999,2020,0,31,248,8.2
24691,-99999,DELYANKIR,-99999,RUSSIA,202501,63.8333,145.6000,800,-44.80,-99999,62,-99999,-99999,-40.50,31,-49.00,31,-30.2,4,-54.7,20,8.0,-99999,29,-99999,-99999,0,31,248,7.1
