paid,region,gwno,conflict_id,conflict_name,dyad_id,dyad_name,actor_id,actor_name,incompatibility,pa_name,year,pa_date,pa_comment,pa_sign,c_sign,pa_3rd,c_3rd,ended,duration,c_duration,cease,intarmy,ddr,withd,mil_prov,pp,intgov,intciv,elections,interim,natalks,shagov,pol_prov,aut,fed,ind,ref ,shaloc,regdev,cul,demarcation,locgov,terr_prov,amn,pris,recon,return ,justice_prov,reaffirm,outlin,pko,gender,co_impl,termdur,noconf17,txt,linktofulltextagreement,inclusive,no_dyad,pa_type,out_iss,procID,frame,version,dateintervalstart_meta,dateintervalend_meta
1657,4,626,11345,South Sudan: Government,15195,Government of South Sudan - NAS,"7080, 113, 6794","SSUF, Government of South Sudan, NAS",2,Rome Declaration on the Peace Process in South Sudan,2020,2020-01-12,"Peace process agreement 

Under the agreement the parties reaffirmed their will to foster political dialogue in order to facilitate further reconciliation and stabilization by addressing the root causes of the conflict in South Sudan. the groups committed themselves to a ceasefire in the Cessession of Hostilities Agreement of December 2017 and continuing dialogue under the auspices of the Community of Sant'Egidio and regional organisations.","For the Government of the Republic South Sudan

Barnaba Marial Benjamin - Presidential Advisor and Envoy - Head of Government Delegation

For SSOMA

Thomas Cirillo Swaka, Member of the leadership Council of SSOMA and Chairman of National Salvation Front

Paul Malong Awan Anei, Member of the leadership Council of SSOMA and Chairman of South Sudan United Front/Army 

Pa'gan Amum Okiech, Member of the leadership Council of SSOMA and Interim Chairman of Real-SPLM

Amanuel Yoanes Yor Akol Ajawin, Interim Security General of SSOMA and Chairman of NDM-PF

David Tut Kuiy, Member of SSOMA, Member of UDRM/A

Vakindi Unvu, Member of SSOMA and Chairman of SSNMC",,"Witness

Henry Dilah Odwar, SPLM-IO Deputy Chairman

Observer

Samuel Tessema, IGAD - South Sudan Office Representative

Facilitator

Paolo Impagliazzo, Secretary General of the Community of Sant'Egidio",,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/South%20Sudan%2020200112.pdf,2,1,3,4,147,1,22.1,1975-01-01,2021-12-31
1425,2,"678, 680",320,South Yemen - Yemen (North Yemen),703,Government of South Yemen - Government of Yemen (North Yemen),"124, 123","Government of South Yemen, Government of Yemen (North Yemen)",3,Kuwait agreement,1979,1979-03-30,"Partial peace agreement

On 30 March 1979, a peace agreement between North Yemen and South Yemen was agreed upon. The agreement, which renewed the call for unification which had been made in 1972 (see first stated goal of incompatibility), stated that the new state was to be called the People’s Republic of Yemen. The North Yemeni capital, Sanaa, would become the new capital for the unified state and President Salih (North Yemen) would become President. Furthermore, a single constitution would be adopted through a referendum and a provisional government would be formed before free and direct elections could be held. The peace agreement is only seen as partial due to the fact that the drafting of the new constitution was left to later.",President Ali Abd Allah Salih for the Arab Republic of Yemen (North Yemen) and President Abdul Fattah Ismail for the Peoples Republic of Yemen (South Yemen).,"Comprehensive peace agreement

The agreement was signed in Kuwait on 30 March 1979 and was negotiated under the auspices of the Amir of Kuwait.",Kuwait,"A number of countries, including the Arab League, Syria, Iraq, Jordan and Kuwait, were involved in trying to settle the border conflict between North Yemen and South Yemen. 

The peace agreement was signed in Kuwait on 30 March 1979 and was negotiated under the auspices of the Amir of Kuwait. It is not clear to what extent the above mentioned countries were involved in the formulation of the actual peace agreement, but they were third parties in the two previous cease fire agreements (2 and 6 March) which were accepted by both parties but failed to halt the clashes.",,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/YEM%2019790330.pdf,1,1,2,2,101,2,22.1,1975-01-01,2021-12-31
1534,2,"678, 680",320,South Yemen - Yemen (North Yemen),703,Government of South Yemen - Government of Yemen (North Yemen),"124, 123","Government of South Yemen, Government of Yemen (North Yemen)",3,"Agreement Establishing a Union between the State of the Yemen
Arab Republic and the State of the People's Democratic Republic of
Yemen",1990,1990-04-22,"Full peace agreement

This agreement establishes the unification of the State of the Yemen Republic and the State of the People's Democratic Republic of Yemen, to be the Republic of Yemen. It creates an interim Presidential Council and government, each to function in line with the constitution. 

The interim period is to last for thirty months. The Presidential Council is granted powers to establish an Advisory Council as well as the Government of the Republic of Yemen. They are to prepare a framework for the administrative division of the new state and to make cultural decrees, including the emblem, flag, and national anthem. The Council is further tasked with convening the House of Representatives to act in regard to laws issued by the Council.","Colonel Ali Abdallah Saleh, President of the Republic Commander-in-Chief of the Armed Forces, Secretary-General of the General People's Congress. 

Ali Salem A1-Beidh, Secretary-General of the Central Committee of the Yemeni Socialist Party","Comprehensive peace agreement signed in San'a, Yemen on 22 April 1990.",,,,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/YE_900422_AgreementEstablishingUnionYemen.pdf,1,1,1,2,101,2,22.1,1975-01-01,2021-12-31
1404,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,DUP/SPLM Sudan Peace Agreement,1988,1988-11-16,"Partial peace agreement.

Talks in Addis Ababa between Democratic Unionist Party (DUP), one of three parties in Khartoums ruling coalition, and SPLM/A resulted in the signing on 16 November of the DUP/SPLM Sudan Peace Agreement also called the November Accords. 

The agreement between SPLM/A and DUP called for a ceasefire, the abrogation of all military agreements and the lifting of the state of emergency. 

The incompatibility would be solved through the holding of a national constitutional conference by 31 December 1988. The agreement also called for a freeze in the implementation of Islamic Sharia laws by the postponement of the introduction of the proposed new legal code until the national constitutional conference would be held.",Uthman al-Mirghani for DUP and John Garang for SPLM/A,"DUP (Democratic Unionist Party), one of three parties in Khartoums ruling coalition and the rebel group opposing the government, SPLM/A (Sudan Peoples Liberation Movement/Army) signed the agreement in Addis Ababa.",Egypt,"Even though Egypt was biased in the conflict by supplying the Sudanese government with military assistance they managed to open up contacts between Democratic Unionist Party (DUP) and SPLM/A in the mid-1988.
Some observers also suggest the involvement of Ethiopia in getting the actors together.",True,1988-12-21,"The agreement was to be of short duration due to events in the government later the same year. The opposition in the coalition government, National Islamic Front (NIF), did not accept the Addis Ababa agreement and were reluctant to freezing Islamic law and towards abrogating pacts with Egypt and Libya. NIF, which denounced the Addis Ababa talks as ‘conspiracy’ to block Islamic law, and the Prime Minister Sadiq al- Mahdi voted down a DUP amendment to recognize the terms of the SPLA-DUP accord. Although al-Mahdi initially encouraged the peace talks, he himself was not committed to the accord. Some observers have criticized this move from al-Mahdi as trying to appear to support peace while keeping the NIF in the Government. However, DUP resigned from government as of 27 December that year.",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/SUD%2019881116.pdf,1,1,2,4,80,1,22.1,1975-01-01,2021-12-31
1277,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"7071, 112, 466","IGAD, Government of Sudan, SPLM/A",2,Machakos Protocol,2002,2002-07-20,"Peace process agreement

On 20 July SPLM/A and the government signed a framework agreement, the Machakos Protocol, which included the general procedures for a transitional process and an agreement that further negotiations would be held to specify the terms of this framework. They also reached a specific agreement that was annexed to the framework with the purpose of subsequently being incorporated in the final agreement. The specifications included a pre-transition perioed of six months, a six-year transition period, followed by an internationally supervised referendum for southern Sudan where one option was to be secession.During the transition period a broad-based government would rule in Khartoum and the southern states would be given some degree of autonomy.

It further stated that Sharia law would be applied only in the north. There were however issues concerning sharing of power and wealth, human rights and a ceasefire that were still to be clarified.","For the Government of Sudan: Dr. Ghazi Salahuddin Atabani; For SPLM/A: Cdr. Salva Kiir Mayardit;

Witnessed by: Lt. Gen. Lazaro K. Sumbeiywo, Special Envoy, IGAD Sudan Peace Process, on behalf of the IGAD envoys.",Dyadic peace agreement,Kenya,The agreement was signed in Kenya,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020020720.pdf,2,1,2,5,62,1,22.1,1975-01-01,2021-12-31
1552,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"7071, 112, 466","IGAD, Government of Sudan, SPLM/A",2,Memorandum of Understanding on Cessation of Hostilities between the Government of the Sudan and the Sudan People´s Liberation Movement/Army,2002,2002-10-15,"Peace process agreement

This short agreement between the Government of Sudan and SPLM/A resumed negotiations and called for a ceasefire. The agreement stated that negotiations, which had last been held in Machakos, Kenya on 2 September 2002, should be resumed on the 15 October. The negotiations would aim to address all outstanding issues. A cessation of hostilities was called for during the period of negotiations, including ending media wars and the use of propaganda. Humanitarian access was granted to reach people in need and the parties requested mediators to assist with establishing means of communication between them to facilitate the cessation of hostilities.","Hon. Idris Mohammed Abdel Gadir
For: the Government of the Sudan

Cdr. Nhial Deng Nhial
For: The Sudan People's Liberation Movement/Army

Lt. Gen Lazaro K. Sumbeiywo, Special Envoy, IGAD Sudan Peace Process and on behalf of IGAD Envoys",Comprehensive peace agreement signed on 15 October 2002.,IGAD,IGAD facilitated the peace process to end the South Sudan conflict.,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020021015_MoU%20on%20Cessation%20of%20Hostilities%20between%20the%20GoS%20and%20the%20SPLMA.pdf,2,1,3,4,136,1,22.1,1975-01-01,2021-12-31
1553,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"7071, 112, 466","IGAD, Government of Sudan, SPLM/A",2,Memorandum of Understanding between the Government of the Sudan and the Sudan People´s Liberation Movement/Army on Aspects of Structures of Government,2002,2002-11-18,"Partial peace agreement

This agreement outlines principles for governance that were agreed upon in this document and decided to be incorporated in the final Peace Agreement. The principles outlined power sharing and process for the interim period. 

Regarding the incompatibility, this agreement recognized the national sovereignty of Sudan and acknowledged the aspirations of the people of South Sudan. It incorporated South Sudanese representation in the National Legislature, National Civil Service, and Cabinet Ministries. A Government of National Unity was established for the Interim Period and general elections were to be held during the period. 

The agreement also stipulates protection of human rights and remaining issues to be agreed through further negotiations.","Dr. Ghazi Salahuddin Atabani
For: The Government of the Sudan

Cdr. Salva Kiir Mayardit
For: The Sudan People's Liberation Movement/Army

Witnessed by: Lt. Gen. Lazaro K. Sumbeiywo, Special Envoy, IGAD Sudan Peace Process and on Behalf of IGAD Envoys","Dyadic peace agreement signed in Nairobi, Kenya on 18 November 2002. 

The peace process did not include other active rebel groups.",IGAD,IGAD facilitated the Sudanese peace process.,,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020021118_MoU%20between%20GoS%20and%20SPLM%20A%20on%20Aspects%20of%20Structures%20of%20Government.pdf,2,1,2,4,136,2,22.1,1975-01-01,2021-12-31
1278,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"7071, 112, 466","IGAD, Government of Sudan, SPLM/A",2,Agreement on Security Arrangements During the Interim Period,2003,2003-09-25,"Partial peace agreement

This is a partial agreement, part of the Machakos process, and concerns security issues for the interim period.

The parties agreed that an internationally monitored ceasefire would come into place once the Comprehensive Peace Agreement was signed. Following such an agreement both parties’ forces would be downsized appropriately. During the interim period the bulk of the parties’ forces were to remain separate entities, but if the outcome of the final referendum on Southern Sudan’s territorial status would be unity, and not secession, the armies were to become a unified, integrated, army. It was also agreed that during the interim period a small number of joint/integrated units would be created to be stationed in Southern Sudan, Khartoum, the Nuba Mountains and the Blue Nile territories.The issue of police forces was to be dealt with in future negotiations.","For the Government of Sudan: Hon. Idris Mohamed Abdelgadir; 
For SPLM/A: Cdr. Pa’gan Amun Oklech; 
Witnessed by: Lt. Gen. Lazaro K. Sumbeiywo (Rtd), Special Envoy, IGAD Sudan Peace Process, on behalf of the IGAD envoys",Dyadic peace agreement,Kenya,The agreement was signed in Kenya.,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020030925.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1310,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"7071, 112, 466","IGAD, Government of Sudan, SPLM/A",2,Framework on Wealth Sharing During the Pre-Interim and Interim Period,2004,2004-01-07,"Partial peace agreement

This is a partial agreement, part of the Machakos process. The most important point in the agreement is that the parties agree on a 50-50 split of oil revenues in southern Sudan. Moreover, separate banking systems are to be applied in the north and the south.","For the Government of Sudan: Hon. Idris Mohamed Abdelgadir;
For SPLM/A: Cdr. Nhial Deng Nhial;
Witnessed by: Lt. Gen. Lazaro K. Sumbeiywo (Rtd), Special Envoy, IGAD Sudan Peace Process, on behalf of the IGAD envoys",Dyadic peace agreement,Kenya,The agreement was signed in Kenya,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020040107.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1279,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,Protocol Between the GOS and SPLM on Power Sharing,2004,2004-05-26,"Partial peace agreement

This is a partial agreement, part of the Machakos process, and attempts to regulate the incompatibility through establishing a power-sharing regime in the Sudan.There are three arrangements within the protocol that stand out as the most important. The first is the establishment of an interim constitution, the second the creation of a Government of Southern Sudan and the third is a power-sharing arrangement at the central government level of the Sudan.The establishment of a Government of Southern Sudan is for the interim period only, and should be seen as autonomy arrangement with the GOS having a somewhat lower level of authority than the central government of Sudan, but still with a legislative assembly and executive powers. In the legislature of Southern Sudan the SPLM will have 70% of the seats, and the ruling Khartoum party (NCP) 15%. Other Southern Sudan political forces receive 15% of the seats. The same formula is applied to the executive authority of Southern Sudan. The GOS is also given the right to control its own police and security forces.At the national level a power-sharing arrangement was brokered, which meant that the SPLM leader John Garang was appointed first Vice-President and that a formula of 52% of seats for the NCP and 28% of seats for the SPLM was applied to the National Assembly.The two governments will deal with the issue of resettlement of refugees and IDP’s in concert.","The Government of Sudan and SPLM/A.
Vice-President Ali Osman Taha and the head of the Sudan People's Liberation Army (SPLA) John Garang",Dyadic peace agreement,Kenya,"The agreement was signed in Kenya.
Kenyan government officials and foreign dignitaries, including United States Acting Assistant Secretary for African Affairs Charles Snyder, African Union Commission Chairperson Alpha Oumar Konare, Norwegian International Development Minister Hilde Frafjord Johnson and Kenyan Minister for Foreign Affairs Kalonzo Musyoka, witnessed the signing ceremony.",,,,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020040526c.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1280,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,The Protocol Between the GOS and SPLM on the Resolution of Conflict in Abyei Area,2004,2004-05-26,"Partial peace agreement

This is a partial agreement, part of the Machakos process, dealing with the issue of the much-contested Abyei area on the border between Northern and Southern Sudan.

The agreement stated that a joint battalion, comprised of forces from SPLM/A and the Government of the Sudan, was to be stationed in the area through the Interim period. Also, an Abyei Area Security Committee is created, in which the police chief will be a member, to ensure law and order.Simultaneously with the referendum for the south, the people in Abyei will cast a separate ballot, choosing between retaining its special administrative status in the north, or becoming a part of Bahr el Ghazal (in southern Sudan). It is also stated how the oil revenues shall be divided: 50 % to the National Government, 42% to the Government of Southern Sudan, and the rest shared locally. A fund will be set up to facilitate the return of refugees and displaced persons.",The Government of Sudan and SPLM/A,Dyadic peace agreement,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020040526b.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1281,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,The Protocol Between the GOS and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States,2004,2004-05-26,"Partial peace agreement

This is a partial agreement, part of the Machakos process. The parties agreed on the administration of these contested areas on the border between the north and the south.The agreement reaffirms the standing of the two entities of Southern Kordofan and the Blue Nile States as federal states of Sudan. The parties agreed to a power-sharing arrangement in the state legislature of these two entities, with 55% of seats in the hands of the NPC (the party governing the Sudan) and 45% of seats under the control of the SPLM. The states are given no special standing, as was the case in the Abyei area settlement. The power-sharing arrangement is for the interim period only, elections will be held after the interim period to allow for a democratically elected government and assembly in these areas. The GOS and the government of the  Sudan will agree jointly on a program for the resettlement of refugees and IDPs.",The Government of Sudan and SPLM/A.,Dyadic peace agreement,Kenya,The agreement was signed in Kenya.,,,,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020040526.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1545,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"7071, 112, 466","IGAD, Government of Sudan, SPLM/A",2,Nairobi Declaration on the Final Phase of Peace in the Sudan,2004,2004-06-05,"Partial peace agreement

This agreement was signed under the auspices of the IGAD peace process. It reaffirms commitments to a number of previous agreements: 2002 Machakos Protocol, 2003 Agreement on Security Arrangements During the Interim Period, 2004 Agreement on Wealth Sharing During the Pre-Interim and Interim Period, 2004 Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on Power Sharing, 2004 Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on the Resolution of Conflict In Southern Kordofan/Nuba Mountains and Blue Nile States, 2004 Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on the Resolution of the Conflict in Abyei Area, and 2002 Memorandum of Understanding on Cessation of Hostilities. 

Regarding the incompatibility, the agreement recommits to principle components of each of the previously signed agreements, taking specific note of the right of self-determination and power sharing arrangements. These agreements, annexes, and modalities are decided to constitute the Comprehensive Peace Agreement to initiate the Pre-Interim Period. These points are committed to for future negotiations, to constitute the final phase of the Sudan Peace Process to resolve the issues in the Sudan conflict.","H.E. Ali Osman Mohamed Taha, First Vice-President of the Government of the Republic of the Sudan; 
Dr. John Garang de Mabior, Chairman of the Sudan People’s Liberation Movement (SPLM);
Witness by: Hon. Stephen Kalonzo Musyoka, Minister of Foreign Affairs of the Republic of Kenya and on behalf of the IGAD Ministerial Sub-Committee on Sudan ","Dyadic peace agreement signed in Nairobi on 5 June 2004. 

The agreement did not include other rebel grounps in Sudan, namely SLM/A and JEM.",IGAD,IGAD facilitated the Sudanese peace process.,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020040605_Nairobi%20Declaration%20on%20Peace.pdf,2,1,2,5,62,1,22.1,1975-01-01,2021-12-31
1546,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"99, 112, 466","Government of Angola, Government of Sudan, SPLM/A",2,Declaration on the Conclusion of the IGAD Negotiations on Peace in the Sudan,2004,2004-11-19,"Partial peace agreement 

In this short agreement, parties reaffirm the Nairobi Declaration signed 5 June 2004 and affirm their commitment to the related Protocols. They invite the UN to endorse these agreements. They agree to complete negotiations for the Ceasefire Agreement and Implementation Modalities to facilitate the signing of the Comprehensive Peace Agreement no later than 31 December 2004.","Hon Yahya Hussin Babikar for the Government of the Republic of the Sudan
Cdr. Nhial Deng Nhial for the SPLM/A

WITNESSED BY: Lt. Gen. Lazaro K. Sumbeiywo (Rtd.), On Behalf of the IGAD Envoys; Dr. Jan Pronk, Special Representative of the Secretary-General of the United Nations; 

IN THE PRESENCE OF: The United Nations Security Council; Ambassador Abdallah Baali, Permanent Representative of Algeria to the United Nations; Ambassador Ismael Gaspar Martins, Permanent Representative of Angola to the United Nations; Ambassador Joel Adechi, Permanent Representative of Benin to the United Nations; Ambassador Ronaldo Sardenberg, Permanent Representative of Brazil to the United Nations; Ambassador Jean-Marc de La Sablière, Permanent Representative of France to the United Nations; Ambassador Gunter Pleuger, Permanent Representative of Germany to the United Nations; Ambassador Munir Akram, Permanent Representative of Pakistan to the United Nations; Ambassador Lauro Baja, Jr, Permanent Representative of the Philippines to the United Nations; Ambassador Mihnea Motoc, Permanent Representative of Romania to the United Nations; Ambassador Andrey Denisov, Permanent Representative of the Russian Federation to the United Nations; Ambassador Juan Antonio Yáñez-Barnuevo, Permanent Representative of Spain to the United Nations; Ambassador Emyr Jones Parry, Permanent Representative of the United Kingdom to the United Nations; Ambassador John Danforth, Permanent Representative of the United States to the United Nations","Dyadic peace agreement signed in Nairobi on 19 November 2004.

The agreement did not include other rebel grounps in Sudan, namely SLM/A and JEM. ","Algeria, Angola, Benin, Brazil, Chile, China, France, Germany, Pakistan, Philippines, Romania, Russian Federation, Spain, United Kingdom (UK), United States (US), IGAD, UN",IGAD facilitated the Sudanese peace process.,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020041119_DeclarationOnTheConclusionOfIGADNegotiations.pdf,2,1,2,5,62,1,22.1,1975-01-01,2021-12-31
1543,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,Agreement Between the Government of the Sudan (GOS) and the Sudan People’s Liberation Movement/Sudan People’s Liberation Army (SPLM/SPLA) on Implementation Modalities of the Protocols and Agreements,2004,2004-12-31,"Partial Peace Agreement

This agreement introduces subsequent agreements that outline the modalities for the different components of the Comprehensive Peace Agreement (CPA). The agreement reaffirms commitment to the 2002 Machakos Protocol, 2003 Agreement on Security Arrangements During the Interim Period, 2004 Agreement on Wealth Sharing During the Pre-Interim and Interim Period, 2004 Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on Power Sharing, 2004 Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on the Resolution of Conflict In Southern Kordofan/Nuba Mountains and Blue Nile States, 2004 Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on the Resolution of the Conflict in Abyei Area. It further acknowledges that these documents together constitute the CPA. It introduces mechanisms to be included in the CPA.","Government, SPLM/A","Dyadic peace agreement signed in Naivasha, Kenya on 31 December 2004. 

The agreement did not include other rebel groups in Sudan, namely SLM/A and JEM.",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020041231%20CPA%20Agmt%20on%20Implementation%20Modalities.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1547,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,"The Implementation Modalities of the Protocol on Power Sharing, dated 26th May, 2004",2004,2004-12-31,"Partial Peace Agreement

This agreement is one of the documents comprising the implementation modalities for the Comprehensive Peace Agreement. It details modalities of the Machakos and Power Sharing Protocols. Key components include provision for a referendum for the people of South Sudan, national reconciliation process, general elections, local governing structures, and power sharing. 

With regard to the incompatibility, this agreement provided structure, timeline, and other modalities for power sharing processes and institutions. It provided for integration of rebel forces in certain governing bodies at the national level and stipulated percentages of seats to be held by certain members for balanced representation.

Other provisions allowed for the development and promotion of national languages and the establishment of a Human Rights commission, drafting of the national constitution.","Government, SPLM/A","Dyadic peace agreement signed in Naivasha, Kenya on 31 December 2004. 

The agreement did not include other rebel groups in Sudan, namely SLM/A and JEM.",,"Though not a signatory, IGAD facilitated the Sudanese peace process.",,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020041231%20Implementation%20Modalities%20for%20Machakos%20and%20Power-sharing.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1548,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,"The Implementation Modalities of the Protocol on the Resolution of the Abyei Conflict, dated 26th May, 2004",2004,2004-12-31,"Partial Peace Agreement

This agreement is one of the documents comprising the implementation modalities for the Comprehensive Peace Agreement. It details modalities to resolve the conflict in the Abyei Conflict. The agreement specifies administrative status and structure, financial resources to be allocated, the establishment of a commission to decide geographical boundaries, rights of residence and representation, security arrangements, a referendum, and reconciliation processes. An appendix details the structure and mandate of the Abyei Boundaries Commission. 

With regard to the incompatibility, the agreement provides structures for representation in central and local governance for people in the Abyei region and outlines the process for a referendum.","Government, SPLM/A","Dyadic peace agreement signed in Naivasha, Kenya on 31 December 2004. 

The agreement did not include other rebel groups in Sudan, namely SLM/A and JEM.","Though not a signatory, IGAD facilitated the Sudanese peace process.",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020041231%20Implementation%20Modalities%20for%20Protocol%20on%20Abyei.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
1549,4,625,309,Sudan: Government,663,Government of Sudan - SPLM/A,"112, 466","Government of Sudan, SPLM/A",2,"The Implementation Modalities for the Protocol on the Resolution of Conflict in Southern Kordofan and Blue Nile States, dated 26th May, 2004",2004,2004-12-31,"Partial Peace Agreement

This agreement is one of the documents comprising the implementation modalities for the Comprehensive Peace Agreement. It details modalities to resolve the conflict in Southern Kordofan and Blue Nile States. The agreement contains provisions on the establishment of a state legislature and appointment or electoral processes for local governance positions, security arrangements, and pre-election arrangements for each state. 

Regarding the incompatibility, the agreement details power-sharing arrangements, incorporating the rebel group into the political process, and providing for greater opportunity of representation at the local level through creation of state level governance structures. 

The agreement also details monitoring arrangements, establishment of state judiciary, wealth sharing and allocation of resources to the state, and creation of a State Land Commission. An appendix expands upon integration of rebel forces in government and the modalities for local governance systems in Southern Kordofan.","Government, SPLM/A","Dyadic peace agreement signed in Naivasha, Kenya on 31 December 2004. 

The agreement did not include other rebel groups in Sudan, namely SLM/A and JEM.","Though not a signatory, IGAD facilitated the Sudanese peace process.",,,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,http://ucdpged.uu.se/peaceagreements/fulltext/Sud%2020041231%20Implementation%20Modalities%20for%20Protocol%20on%20Kordofan%20and%20Blue%20Nile%20States.pdf,2,1,2,1,62,1,22.1,1975-01-01,2021-12-31
